epoch,train_mse,test_mse
99,1.7435,6.8943
100,1.639,6.8334
101,1.6008,6.7439
102,1.6519,6.5066
103,1.6445,6.9637
104,1.6648,6.5011
105,1.7376,6.676
106,1.6762,6.9348
107,1.6081,6.9816
108,1.5867,6.6954
109,1.592,6.8368
110,1.5946,6.6907
111,1.8182,6.4026
112,1.8176,6.7671
113,1.6715,6.926
114,1.6646,6.5131
115,1.6456,6.8555
116,1.6477,6.6015
117,1.658,6.7148
118,1.6225,6.8168
119,1.5985,6.8334
120,1.6333,6.6706
121,1.6815,6.6552
122,1.679,6.6974
123,1.6903,6.6244
124,1.6528,6.8544
125,1.7316,6.5583
126,1.7057,7.0176
127,1.6786,6.5421
128,1.6872,6.7653
129,1.634,7.1036
130,1.5854,7.0262
131,1.6076,6.7288
132,1.7169,6.6185
133,1.771,6.5859
134,1.6921,6.9888
135,1.6263,6.8566
136,1.659,6.6285
137,1.6379,7.0156
138,1.6571,6.7053
139,1.6731,6.7747
140,1.6529,6.7559
141,1.6297,6.8613
142,1.6596,6.616
143,1.676,6.6747
144,1.8074,6.4436
145,1.8219,6.6909
146,1.7597,6.6615
147,1.7425,6.6756
148,1.6846,6.7863
149,1.6578,6.6686
150,1.6959,6.5888
151,1.6674,6.9724
152,1.7891,6.4568
153,1.7912,6.7957
154,1.7138,6.625
155,1.8701,6.5443
156,1.9749,6.5072
157,1.8677,6.8138
158,1.7636,6.804
159,1.7075,6.8613
160,1.6643,6.8271
161,1.6398,6.9323
162,1.8309,6.4263
163,1.8344,6.8122
164,1.6876,7.0566
165,1.6385,6.7551
166,1.6496,6.7005
167,1.6608,6.6596
168,1.677,6.709
169,1.6344,6.9757
170,1.6185,6.7076
171,1.6088,6.9805
172,1.577,7.0829
173,1.6042,6.589
174,1.6507,6.5935
175,1.6154,6.9542
176,1.5796,6.8553
177,1.7372,6.4442
178,1.7534,6.807
179,1.7138,6.5951
180,1.6802,6.8114
181,1.6666,6.6446
182,1.6442,6.7681
183,1.5924,6.9307
184,1.5652,6.8701
185,1.569,6.7156
186,1.6435,6.6018
187,1.633,6.8946
188,1.6027,6.7704
189,1.586,7.0572
190,1.6244,6.6328
191,1.6353,6.8784
192,1.6291,6.5906
193,1.6276,6.8501
194,1.5955,6.9179
195,1.5718,6.9409
196,1.5543,7.1026
197,1.5349,6.7448
198,1.5767,6.7176
199,1.5885,6.7424
200,1.5638,6.8638
201,1.5455,6.7974
202,1.5488,6.735
203,1.5508,7.0795
204,1.5502,6.6502
205,1.6208,6.6831
206,1.6487,6.6838
207,1.6606,6.6522
208,1.6196,6.9988
209,1.5709,7.0595
210,1.5439,7.0023
211,1.535,6.7729
212,1.7307,6.4334
213,1.74,6.865
214,1.651,6.7182
215,1.6472,6.7062
216,1.719,6.5348
217,1.6874,7.0298
218,1.6915,6.5698
219,1.7952,6.5561
220,1.7851,6.6388
221,1.7023,6.8785
222,1.6671,6.6389
223,1.6582,6.771
224,1.634,6.8338
225,1.6598,6.5829
226,1.7356,6.6482
227,1.7085,6.7444
228,1.6606,6.761
229,1.6165,7.0154
230,1.5961,6.6918
231,1.586,7.1081
232,1.5872,6.7561
233,1.5952,6.8962
234,1.5996,6.5945
235,1.603,6.7734
236,1.6296,6.5491
237,2.0099,6.3118
238,1.9883,6.8147
239,1.7695,6.7765
240,1.7248,6.5588
241,1.7633,6.5275
242,1.7569,6.5126
243,1.8501,6.466
244,1.8759,6.5454
245,1.7727,6.9013
246,1.6824,6.8448
247,1.6501,6.781
248,1.6661,6.6555
249,1.6963,6.6668
250,1.6713,6.7005
251,1.624,6.9032
252,1.595,6.7562
253,1.5886,6.7804
254,1.5743,6.8511
255,1.6201,6.473
256,1.6119,6.8694
257,1.5945,6.5879
258,1.5833,6.9178
259,1.5609,6.6639
260,1.6025,6.5482
261,1.6141,6.7007
262,1.7239,6.5108
263,1.7177,6.7972
264,1.6295,6.8211
265,1.6585,6.696
266,1.7663,6.5911
267,1.729,6.8786
268,1.717,6.536
269,1.6986,6.853
270,1.7207,6.5489
271,1.6988,6.7539
272,1.6385,6.7867
273,1.6148,6.8289
274,1.5913,6.9165
275,1.5685,7.0024
276,1.5624,6.7836
277,1.5595,6.9631
278,1.5467,6.8342
279,1.5507,6.7162
280,1.5673,6.8085
281,1.5698,6.9213
282,1.7913,6.5264
283,1.852,6.6759
284,1.771,6.4492
285,1.82,6.4128
286,1.9627,6.384
287,1.8788,6.8882
288,1.7949,6.5671
289,1.7653,6.743
290,2.0121,6.2939
291,1.9835,6.6654
292,1.8233,6.4669
293,1.9165,6.3706
294,1.8468,6.7525
295,1.7442,6.6936
296,1.6954,6.8736
297,1.6461,7.0638
298,1.6331,6.7373
299,1.6291,6.8345
300,1.6229,6.8455
301,1.6242,6.7456
302,1.5963,7.048
303,1.573,6.8173
304,1.6004,6.6623
305,1.6854,6.6138
306,1.6671,6.76
307,1.5992,6.9376
308,1.572,6.7535
309,1.6252,6.5451
310,1.7513,6.4417
311,1.7192,6.8009
312,1.6271,6.8554
313,1.5863,6.8612
314,1.574,6.7202
315,1.5689,6.8383
316,1.7649,6.4547
317,1.7779,6.8757
318,1.7622,6.5874
319,1.8057,6.5493
320,1.7211,6.8572
321,1.6668,6.6417
322,1.6462,6.7987
323,1.6066,7.0991
324,1.6893,6.4687
325,1.7008,6.8863
326,1.6305,6.7534
327,1.6195,6.7968
328,1.595,6.9749
329,1.8333,6.3854
330,1.8461,6.7962
331,1.6812,6.9792
332,1.6184,6.8371
333,1.5965,6.8755
334,1.986,6.2881
335,2.06,6.5011
336,1.8525,6.7229
337,1.7465,6.6609
338,1.7306,6.6703
339,1.7679,6.5007
340,1.735,6.7508
341,1.6643,6.8503
342,1.6239,6.8183
343,1.6046,6.8166
344,1.5896,6.7508
345,1.6353,6.6446
346,1.6453,6.7101
347,1.66,6.5372
348,1.6412,6.7448
349,1.596,6.9466
350,1.5975,6.7037
351,1.5932,6.883
352,1.6879,6.6171
353,1.6822,6.822
354,1.6843,6.6022
355,1.7004,6.653
356,1.6378,6.9172
357,1.604,6.789
358,1.5892,6.7948
359,1.5695,6.8033
360,1.6183,6.6017
361,1.6352,6.7069
362,1.5953,6.9256
363,1.5671,6.7603
364,1.5607,6.7436
365,1.5613,6.7809
366,1.6892,6.5524
367,1.7,6.7797
368,1.611,6.9238
369,1.6568,6.6108
370,1.8165,6.445
371,1.7894,6.7504
372,1.7174,6.6292
373,1.6838,6.6591
374,1.6356,7.0166
375,1.6318,6.6029
376,1.6314,6.7774
377,1.6293,6.6804
378,1.6787,6.5596
379,1.9387,6.3219
380,1.945,6.5041
381,1.7725,6.7062
382,1.8034,6.4236
383,2.0112,6.365
384,1.9663,6.5688
385,1.8025,6.7925
386,1.7182,6.6429
387,1.6783,6.6723
388,1.6481,6.674
389,1.719,6.5072
390,1.7334,6.6793
391,1.6722,6.8368
392,1.6906,6.5696
393,1.6908,6.7315
394,1.6471,6.6821
395,1.7525,6.4455
396,1.7424,6.789
397,1.7537,6.5645
398,1.7938,6.552
399,1.7876,6.5273
400,1.8299,6.5433
401,1.8069,6.5946
402,1.8208,6.5436
403,1.7968,6.7207
404,1.7679,6.5426
405,1.8085,6.5935
406,1.7823,6.6032
407,1.7264,6.6689
408,1.6751,6.8306
409,1.6294,6.9712
410,1.6011,7.1356
411,1.6567,6.4202
412,1.6654,6.7638
413,1.604,6.8743
414,1.7856,6.4489
415,1.8257,6.719
416,1.6989,6.8619
417,1.6579,6.5633
418,1.6339,6.8313
419,1.5936,6.9371
420,1.7626,6.4278
421,1.852,6.5594
422,1.7468,6.6815
423,1.7027,6.6886
424,1.6987,6.5893
425,1.78,6.5004
426,1.739,6.7693
427,1.6545,7.0047
428,1.6138,6.7652
429,1.6023,6.7943
430,1.5961,6.8263
431,1.693,6.4726
432,1.7059,6.5593
433,1.6374,6.8163
434,1.6129,6.7032
435,1.8415,6.3474
436,1.9143,6.5278
437,1.9495,6.3834
438,1.849,6.7931
439,1.9578,6.354
440,1.9908,6.5218
441,1.8483,6.7201
442,1.7615,6.6554
443,1.8104,6.5381
444,1.7685,6.9156
445,1.6696,7.0315
446,1.624,6.835
447,1.6081,6.7771
448,1.599,6.8832
449,1.6002,6.6914
450,1.5954,6.9157
451,1.7308,6.5173
452,1.8197,6.6189
453,1.7056,6.9823
454,1.6375,6.6917
455,1.6603,6.6917
456,1.6875,6.7174
457,1.8011,6.4582
458,1.8663,6.5311
459,1.7726,6.6975
460,1.7084,6.6199
461,1.67,6.7863
462,1.7138,6.5796
463,1.7675,6.6909
464,1.7306,6.6581
465,1.7046,6.6685
466,1.6614,6.9042
467,1.6201,6.806
468,1.6015,6.9796
469,1.6044,6.7351
470,1.6438,6.6479
471,1.6608,6.6798
472,1.641,6.707
473,1.6075,6.8645
474,1.5767,6.9517
475,1.8275,6.3834
476,1.874,6.6366
477,1.7533,6.6204
478,1.925,6.4285
479,2.0713,6.4721
480,1.9811,6.4721
481,1.8693,6.6277
482,1.7859,6.655
483,1.8739,6.4182
484,1.9573,6.473
485,1.8632,6.6262
486,1.8232,6.7297
487,1.8679,6.5302
488,1.9652,6.4606
489,1.879,6.9207
490,1.7623,6.7214
491,1.8375,6.5617
492,1.8935,6.6084
493,1.7819,6.9033
494,1.7047,6.9113
495,1.6831,6.789
496,1.6784,6.8488
497,1.6631,6.782
498,1.6411,6.7868
499,1.9129,6.3994
500,1.9463,6.5777
501,2.0933,6.3423
502,2.1624,6.4732
503,2.036,6.5425
504,2.0292,6.4471
505,1.9724,6.5282
506,1.9348,6.6082
507,1.9901,6.5699
508,1.9319,6.7346
509,1.8086,6.9023
510,1.7289,7.0004
511,1.6733,7.0321
512,1.6673,6.7487
