epoch,train_mse,test_mse
175,1.5025,6.7536
176,1.4835,6.9249
177,1.4678,7.0905
178,1.4554,7.0612
179,1.4432,6.721
180,1.4454,6.7521
181,1.4426,6.8605
182,1.4352,6.8977
183,1.431,6.9414
184,1.4258,6.7262
185,1.4306,6.7902
186,1.4308,6.8156
187,1.4464,6.5856
188,1.478,6.5672
189,1.5484,6.5522
190,1.6355,6.4916
191,1.6196,6.6466
192,1.5591,6.8185
193,1.5231,6.925
194,1.5005,6.7964
195,1.4834,6.7589
196,1.4776,6.759
197,1.4758,6.7778
198,1.4632,6.8208
199,1.4556,6.9904
200,1.468,6.5911
201,1.4867,6.6635
202,1.4967,6.6054
203,1.4905,6.7774
204,1.4702,6.7152
205,1.459,6.8947
206,1.4908,6.5896
207,1.5603,6.5668
208,1.5578,6.6431
209,1.5247,6.8172
210,1.4958,7.0241
211,1.4761,6.8175
212,1.4675,6.831
213,1.4601,6.8522
214,1.4542,6.7117
215,1.4519,6.9291
216,1.4441,6.9022
217,1.4359,6.8244
218,1.4399,6.7085
219,1.4417,6.8059
220,1.437,6.9636
221,1.4312,6.7095
222,1.4406,6.6599
223,1.5355,6.46
224,1.5987,6.6263
225,1.5659,6.6699
226,1.5447,6.7131
227,1.5257,6.761
228,1.5109,6.7413
229,1.4923,6.9214
230,1.4756,6.955
231,1.468,6.7706
232,1.4842,6.7368
233,1.4849,6.8444
234,1.4846,6.7624
235,1.4957,6.6653
236,1.5073,6.7016
237,1.4928,6.7446
238,1.4813,6.8836
239,1.4759,6.7064
240,1.494,6.5997
241,1.4875,6.8206
242,1.4683,6.809
243,1.4582,6.9418
244,1.443,6.7734
245,1.444,6.8281
246,1.467,6.5568
247,1.4993,6.5851
248,1.5242,6.7095
249,1.5095,6.7864
250,1.4825,6.9418
251,1.5347,6.5862
252,1.5595,6.8171
253,1.5138,6.7907
254,1.5582,6.5542
255,1.675,6.5887
256,1.7013,6.4841
257,1.6362,6.7395
258,1.5728,6.7135
259,1.5411,6.8012
260,1.518,6.7569
261,1.5004,6.8344
262,1.4871,6.8348
263,1.4749,6.745
264,1.4708,6.6022
265,1.4752,6.7848
266,1.4924,6.4826
267,1.5031,6.6801
268,1.5033,6.5692
269,1.5095,6.5389
270,1.5024,6.7167
271,1.5092,6.5662
272,1.5389,6.5669
273,1.5255,6.7878
274,1.4992,6.7984
275,1.4967,6.6411
276,1.5658,6.4515
277,1.5997,6.6013
278,1.5521,6.8437
279,1.5688,6.5356
280,1.61,6.6101
281,1.5748,6.8707
282,1.5332,6.9087
283,1.5278,6.617
284,1.5282,6.804
285,1.506,6.939
286,1.491,6.9022
287,1.4771,6.7884
288,1.4712,6.9376
289,1.4624,6.6912
290,1.4622,6.8169
291,1.4564,6.959
292,1.4459,6.7258
293,1.4491,6.8196
294,1.4448,6.8316
295,1.4404,6.7959
296,1.4389,6.6122
297,1.4642,6.5588
298,1.4859,6.6148
299,1.509,6.6115
300,1.5695,6.5014
301,1.5991,6.5973
302,1.5595,6.7835
303,1.5173,6.8392
304,1.5352,6.5117
305,1.6081,6.5232
306,1.5846,6.6692
307,1.6007,6.4898
308,1.594,6.6708
309,1.5465,6.7686
310,1.5165,6.7901
311,1.5093,6.7224
312,1.5052,6.7944
313,1.4922,6.835
314,1.4807,6.8864
315,1.478,6.6793
316,1.479,6.7714
317,1.4686,6.8992
318,1.4623,7.0501
319,1.4485,6.7309
320,1.4466,6.8857
321,1.4502,6.655
322,1.459,6.6929
323,1.4543,6.7242
324,1.4517,6.7627
325,1.4474,6.9199
326,1.4441,7.0195
327,1.4385,7.0769
328,1.426,6.8894
329,1.4229,6.8495
330,1.4263,6.9443
331,1.4229,6.8832
332,1.4347,6.7548
333,1.438,6.8261
334,1.4324,6.8651
335,1.4446,6.6287
336,1.4465,6.8919
337,1.4375,6.9987
338,1.4281,6.8196
339,1.423,6.9669
340,1.4894,6.4355
341,1.5265,6.6868
342,1.4787,6.8209
343,1.4635,6.7269
344,1.4618,6.8925
345,1.4676,6.639
346,1.4792,6.714
347,1.4687,6.9459
348,1.4732,6.6428
349,1.4903,6.7297
350,1.5136,6.6541
351,1.5172,6.7601
352,1.4874,6.8793
353,1.4697,6.993
354,1.4576,6.8698
355,1.4549,6.9641
356,1.5207,6.5862
357,1.6084,6.5298
358,1.5843,6.7125
359,1.5716,6.6196
360,1.5644,6.6211
361,1.5277,6.7906
362,1.5059,6.7388
363,1.4925,6.8359
364,1.4775,6.9638
365,1.4701,7.1273
366,1.4619,6.6729
367,1.4879,6.6338
368,1.4939,6.6137
369,1.4783,6.7935
370,1.4727,6.6227
371,1.473,6.9171
372,1.4743,6.6655
373,1.4756,6.8431
374,1.4798,6.6509
375,1.485,6.7223
376,1.4729,6.973
377,1.4625,6.6902
378,1.4708,6.6776
379,1.4728,6.7478
380,1.4606,6.8785
381,1.4487,6.7632
382,1.4408,6.8771
383,1.4441,6.6513
384,1.4638,6.5976
385,1.4763,6.5784
386,1.5263,6.5109
387,1.5328,6.7882
388,1.4924,6.923
389,1.4978,6.5511
390,1.4952,6.8456
391,1.4875,6.6066
392,1.4913,6.7608
393,1.4714,6.8669
394,1.4957,6.4998
395,1.5273,6.6492
396,1.5172,6.6725
397,1.499,6.7488
398,1.4803,6.8456
399,1.4669,7.0036
400,1.4546,6.6584
401,1.4512,6.8145
402,1.4525,6.6757
403,1.4517,6.8361
404,1.4498,6.685
405,1.4593,6.6334
406,1.5,6.587
407,1.5182,6.7855
408,1.4889,6.9288
409,1.4869,6.5958
410,1.4913,6.7473
411,1.4736,6.8563
412,1.459,6.8205
413,1.4471,6.7628
414,1.446,6.87
415,1.4503,6.6456
416,1.4521,6.8548
417,1.449,6.715
418,1.4694,6.6037
419,1.4685,6.6217
420,1.4522,6.8746
421,1.4566,6.5892
422,1.476,6.6034
423,1.4709,6.8378
424,1.4571,6.7846
425,1.452,6.8902
426,1.4459,6.9094
427,1.4399,6.7924
428,1.4359,6.7293
429,1.435,6.9274
430,1.4291,6.8047
431,1.4319,6.6938
432,1.4409,6.8441
433,1.4419,6.7012
434,1.4862,6.5228
435,1.5195,6.6339
436,1.498,6.8177
437,1.4774,6.7932
438,1.4729,6.7257
439,1.4694,6.8844
440,1.4744,6.6245
441,1.6064,6.4456
442,1.6368,6.6593
443,1.5746,6.6535
444,1.6352,6.4635
445,1.6497,6.5358
446,1.6226,6.6249
447,1.6292,6.6003
448,1.6092,6.7509
449,1.5704,6.6442
450,1.5548,6.8086
451,1.5278,6.7982
452,1.5089,6.8131
453,1.4968,6.8571
454,1.4979,6.7368
455,1.4982,6.8264
456,1.4843,6.8974
457,1.4687,6.7702
458,1.4654,6.7764
459,1.4607,7.0265
460,1.4792,6.5568
461,1.5324,6.5993
462,1.5536,6.5457
463,1.5232,6.8079
464,1.5302,6.4786
465,1.593,6.473
466,1.5782,6.7849
467,1.5431,6.6751
468,1.5261,6.9119
469,1.5063,6.6922
470,1.4983,6.8518
471,1.4935,6.6269
472,1.4921,6.7603
473,1.4798,6.7291
474,1.4945,6.625
475,1.4994,6.8618
476,1.4976,6.6127
477,1.5025,6.7865
478,1.496,6.8495
479,1.4966,6.8101
480,1.4947,6.7661
481,1.4952,6.7953
482,1.4851,6.9146
483,1.4715,7.0876
484,1.4857,6.5002
485,1.4939,6.7211
486,1.4721,6.8815
487,1.46,6.8203
488,1.4531,6.829
489,1.4552,6.6772
490,1.4567,6.6147
491,1.4506,6.7826
492,1.4468,6.8381
493,1.4422,6.7855
494,1.4491,6.6743
495,1.4714,6.6868
496,1.4756,6.8342
497,1.4689,6.7861
498,1.4606,6.803
499,1.4618,6.6385
500,1.4969,6.6016
501,1.4933,6.8326
502,1.4832,6.7229
503,1.4782,6.8895
504,1.4605,6.7471
505,1.4578,6.7583
506,1.5105,6.4631
507,1.55,6.5581
508,1.5712,6.5271
509,1.5596,6.7242
510,1.5143,6.9077
511,1.4975,6.7761
512,1.4851,6.8581
